3200.54	21.049
3199.95	33.6783
3199.35	21.0458
3198.76	42.0852
3198.16	54.7025
3197.57	46.2797
3196.98	37.8595
3196.38	33.6478
3195.79	37.8481
3195.19	29.4329
3194.6	50.4488
3194	12.6103
3193.41	33.6224
3192.81	54.6281
3192.22	58.8214
3191.62	21.0045
3191.03	42.0025
3190.43	25.1977
3189.84	50.3878
3189.24	29.3884
3188.65	8.39543
3188.05	16.7883
3187.45	12.5893
3186.86	29.3707
3186.26	29.3662
3185.67	20.9727
3185.07	50.3269
3184.47	29.3529
3183.88	29.3485
3183.28	37.728
3182.69	29.3396
3182.09	8.38147
3181.49	29.3307
3180.9	37.7052
3180.3	29.3218
3179.7	16.7528
3179.1	8.37512
3178.51	33.4954
3177.91	20.9315
3177.31	46.0423
3176.72	12.5551
3176.12	25.1064
3175.52	41.8376
3174.92	41.8313
3174.33	25.095
3173.73	29.273
3173.13	50.1747
3172.53	20.903
3171.93	45.9796
3171.34	29.2553
3170.74	25.0722
3170.14	0
3169.54	41.7743
3168.94	8.35359
3168.34	20.8808
3167.74	41.7553
3167.15	16.6996
3166.55	33.3941
3165.95	8.34726
3165.35	29.211
3164.75	25.0342
3164.15	33.3739
3163.55	41.711
3162.95	41.7047
3162.35	29.1889
3161.75	41.6921
3161.15	29.18
3160.55	29.1756
3159.95	25.0039
3159.35	37.5001
3158.75	54.1586
3158.15	20.8271
3157.55	33.3183
3156.95	37.4774
3156.35	29.1446
3155.75	45.7918
3155.15	33.2981
3154.55	41.6163
3153.95	20.805
3153.35	45.764
3152.75	45.7571
3152.15	33.2728
3151.54	20.7924
3150.94	33.2627
3150.34	29.1005
3149.74	33.2526
3149.14	37.4035
3148.54	41.5532
3147.94	16.6187
3147.33	37.3865
3146.73	53.9945
3146.13	41.528
3145.53	29.0652
3144.93	29.0607
3144.32	33.2072
3143.72	8.30055
3143.12	33.1972
3142.52	24.8941
3141.91	29.0387
3141.31	16.591
3140.71	24.8827
3140.1	29.0255
3139.5	29.0211
3138.9	20.7262
3138.29	16.5784
3137.69	24.8639
3137.09	12.43
3136.48	12.4282
3135.88	33.1367
3135.28	33.1317
3134.67	16.5633
3134.07	16.5608
3133.47	49.6749
3132.86	28.9726
3132.26	20.6916
3131.65	20.6884
3131.05	41.3706
3130.45	37.2279
3129.84	28.9506
3129.24	45.4869
3128.63	20.6727
3128.03	12.4017
3127.42	20.6664
3126.82	37.1939
3126.21	45.4523
3125.61	53.7082
3125	33.0462
3124.4	28.911
3123.79	37.1657
3123.19	8.25778
3122.58	41.2826
3121.97	45.404
3121.37	37.1431
3120.76	49.5166
3120.16	24.7545
3119.55	41.2512
3118.94	45.3695
3118.34	45.3626
3117.73	45.3557
3117.13	24.7357
3116.52	32.9759
3115.91	53.5777
3115.31	37.0866
3114.7	32.9609
3114.09	32.9558
3113.48	20.5943
3112.88	49.4187
3112.27	57.6464
3111.66	41.1697
3111.06	37.0471
3110.45	45.2729
3109.84	12.3453
3109.23	32.9157
3108.63	57.5938
3108.02	37.0189
3107.41	12.3378
3106.8	12.3359
3106.19	20.5567
3105.59	32.8857
3104.98	36.9908
3104.37	28.7662
3103.76	28.7618
3103.15	36.9739
3102.54	53.3986
3101.93	36.9626
3101.33	45.1696
3100.72	53.3742
3100.11	36.9457
3099.5	53.3579
3098.89	69.7651
3098.28	53.3417
3097.67	16.4103
3097.06	24.6117
3096.45	53.3173
3095.84	53.3092
3095.23	41.0008
3094.62	28.6962
3094.01	20.4941
3093.4	32.7856
3092.79	45.0734
3092.18	57.3574
3091.57	32.7707
3090.96	65.5313
3090.35	36.8557
3089.74	65.5113
3089.13	53.2198
3088.52	53.2117
3087.91	69.574
3087.3	40.9196
3086.69	49.0961
3086.08	40.9071
3085.46	40.9009
3084.85	61.342
3084.24	53.155
3083.63	49.0586
3083.02	53.1387
3082.41	65.3916
3081.79	85.8133
3081.18	61.2859
3080.57	65.3616
3079.96	69.4361
3079.35	89.8448
3078.73	73.4982
3078.12	57.1565
3077.51	44.9019
3076.9	53.0577
3076.28	69.3726
3075.67	77.5222
3075.06	53.0334
3074.45	53.0253
3073.83	48.939
3073.22	44.8539
3072.61	57.0781
3071.99	65.2221
3071.38	44.8334
3070.77	61.1271
3070.15	52.9687
3069.54	36.665
3068.93	85.5387
3068.31	48.8718
3067.7	48.8643
3067.08	69.2139
3066.47	28.4955
3065.86	36.6315
3065.24	44.765
3064.63	52.896
3064.01	56.9562
3063.4	56.9475
3062.78	20.3353
3062.17	65.0629
3061.55	60.9872
3060.94	56.9127
3060.32	36.5811
3059.71	28.4476
3059.09	48.7599
3058.48	44.6898
3057.86	24.3725
3057.25	36.5532
3056.63	40.6084
3056.02	64.9636
3055.4	48.7152
3054.78	28.4129
3054.17	32.4669
3053.55	73.0393
3052.94	56.7997
3052.32	44.6215
3051.7	48.6706
3051.09	60.8289
3050.47	44.601
3049.85	44.5942
3049.24	64.8544
3048.62	24.3167
3048	52.6781
3047.39	36.4639
3046.77	44.5601
3046.15	32.4024
3045.53	44.5465
3044.92	40.4906
3044.3	64.7751
3043.68	28.3348
3043.06	52.6136
3042.45	40.4658
3041.83	64.7354
3041.21	36.4081
3040.59	48.5367
3039.97	36.397
3039.35	48.5219
3038.74	52.5573
3038.12	60.6338
3037.5	32.3331
3036.88	56.5742
3036.26	32.3232
3035.64	56.5569
3035.02	48.4699
3034.41	28.2698
3033.79	48.4551
3033.17	48.4476
3032.55	80.7337
3031.93	40.3607
3031.31	44.3899
3030.69	68.5921
3030.07	52.4448
3029.45	96.8063
3028.83	28.2308
3028.21	52.4207
3027.59	68.5396
3026.97	80.6225
3026.35	60.4576
3025.73	72.538
3025.11	64.4683
3024.49	56.4011
3023.87	48.3364
3023.25	40.2742
3022.63	72.4824
3022	68.4451
3021.38	16.1023
3020.76	56.3493
3020.14	40.2433
3019.52	48.2846
3018.9	68.3927
