wavelength,intensity
180.0,0.0
180.03333333333333,0.0
180.06666666666666,0.0
180.1,0.0
180.13333333333333,0.0
180.16666666666666,0.0
180.2,0.0
180.23333333333332,0.0
180.26666666666665,0.0
180.29999999999998,0.0
180.33333333333331,0.0
180.36666666666665,0.0
180.39999999999998,0.0
180.4333333333333,0.0
180.46666666666664,0.0
180.49999999999997,0.0
180.5333333333333,0.0
180.56666666666663,0.0
180.59999999999997,0.0
180.6333333333333,0.0
180.66666666666663,0.0
180.69999999999996,0.0
180.7333333333333,0.0
180.76666666666662,0.0
180.79999999999995,0.0
180.8333333333333,0.0
180.86666666666662,0.0
180.89999999999995,0.0
180.93333333333328,0.0
180.9666666666666,0.0
180.99999999999994,0.0
181.03333333333327,0.0
181.0666666666666,0.0
181.09999999999994,0.0
181.13333333333327,0.0
181.1666666666666,0.0
181.19999999999993,0.0
181.23333333333326,0.0
181.2666666666666,0.0
181.29999999999993,0.0
181.33333333333326,0.0
181.3666666666666,0.0
181.39999999999992,0.0
181.43333333333325,0.0
181.46666666666658,0.0
181.49999999999991,0.0
181.53333333333325,0.0
181.56666666666658,0.0
181.5999999999999,0.0
181.63333333333324,0.0
181.66666666666657,0.0
181.6999999999999,0.0
181.73333333333323,0.0
181.76666666666657,0.0
181.7999999999999,0.0
181.83333333333323,0.0
181.86666666666656,0.0
181.8999999999999,0.0
181.93333333333322,0.0
181.96666666666655,0.0
181.9999999999999,0.0
182.03333333333322,0.0
182.06666666666655,0.0
182.09999999999988,0.0
182.1333333333332,0.0
182.16666666666654,0.0
182.19999999999987,0.0
182.2333333333332,0.0
182.26666666666654,0.0
182.29999999999987,0.0
182.3333333333332,0.0
182.36666666666653,0.0
182.39999999999986,0.0
182.4333333333332,0.0
182.46666666666653,0.0
182.49999999999986,0.0
182.5333333333332,0.0
182.56666666666652,0.0
182.59999999999985,0.0
182.63333333333318,0.0
182.66666666666652,0.0
182.69999999999985,0.0
182.73333333333318,0.0
182.7666666666665,0.0
182.79999999999984,0.0
182.83333333333317,0.0
182.8666666666665,0.0
182.89999999999984,0.0
182.93333333333317,0.0
182.9666666666665,0.0
182.99999999999983,0.0
183.03333333333316,0.0
183.0666666666665,0.0
183.09999999999982,0.0
183.13333333333316,0.0
183.1666666666665,0.0
183.19999999999982,0.0
183.23333333333315,0.0
183.26666666666648,0.0
183.2999999999998,0.0
183.33333333333314,0.0
183.36666666666648,0.0
183.3999999999998,0.0
183.43333333333314,0.0
183.46666666666647,0.0
183.4999999999998,0.0
183.53333333333313,0.0
183.56666666666646,0.0
183.5999999999998,0.0
183.63333333333313,0.0
183.66666666666646,0.0
183.6999999999998,0.0
183.73333333333312,0.0
183.76666666666645,0.0
183.79999999999978,0.0
183.83333333333312,0.0
183.86666666666645,0.0
183.89999999999978,0.0
183.9333333333331,0.0
183.96666666666644,0.0
183.99999999999977,0.0
184.0333333333331,0.0
184.06666666666644,0.0
184.09999999999977,0.0
184.1333333333331,0.0
184.16666666666643,0.0
184.19999999999976,0.0
184.2333333333331,0.0
184.26666666666642,0.0
184.29999999999976,0.0
184.3333333333331,0.0
184.36666666666642,0.0
184.39999999999975,0.0
184.43333333333308,0.0
184.4666666666664,0.0
184.49999999999974,0.0
184.53333333333308,0.0
184.5666666666664,0.0
184.59999999999974,0.0
184.63333333333307,0.0
184.6666666666664,0.0
184.69999999999973,0.0
184.73333333333306,0.0
184.7666666666664,0.0
184.79999999999973,0.0
184.83333333333306,0.0
184.8666666666664,0.0
184.89999999999972,0.0
184.93333333333305,0.0
184.96666666666638,0.0
184.99999999999972,0.0
185.03333333333305,0.0
185.06666666666638,0.0
185.0999999999997,0.0
185.13333333333304,0.0
185.16666666666637,0.0
185.1999999999997,0.0
185.23333333333304,0.0
185.26666666666637,0.0
185.2999999999997,0.0
185.33333333333303,0.0
185.36666666666636,0.0
185.3999999999997,0.0
185.43333333333302,0.0
185.46666666666636,0.0
185.4999999999997,0.0
185.53333333333302,0.0
185.56666666666635,0.0
185.59999999999968,0.0
185.633333333333,0.0
185.66666666666634,0.0
185.69999999999968,0.0
185.733333333333,0.0
185.76666666666634,0.0
185.79999999999967,0.0
185.833333333333,0.0
185.86666666666633,0.0
185.89999999999966,0.0
185.933333333333,0.0
185.96666666666633,0.0
185.99999999999966,0.0
186.033333333333,0.0
186.06666666666632,0.0
186.09999999999965,0.0
186.13333333333298,0.0
186.16666666666632,0.0
186.19999999999965,0.0
186.23333333333298,0.0
186.2666666666663,0.0
186.29999999999964,0.0
186.33333333333297,0.0
186.3666666666663,0.0
186.39999999999964,0.0
186.43333333333297,0.0
186.4666666666663,0.0
186.49999999999963,0.0
186.53333333333296,0.0
186.5666666666663,0.0
186.59999999999962,0.0
186.63333333333296,0.0
186.6666666666663,0.0
186.69999999999962,0.0
186.73333333333295,0.0
186.76666666666628,0.0
186.7999999999996,0.0
186.83333333333294,0.0
186.86666666666628,0.0
186.8999999999996,0.0
186.93333333333294,0.0
186.96666666666627,0.0
186.9999999999996,0.0
187.03333333333293,0.0
187.06666666666626,0.0
187.0999999999996,0.0
187.13333333333293,0.0
187.16666666666626,0.0
187.1999999999996,0.0
187.23333333333292,0.0
187.26666666666625,0.0
187.29999999999959,0.0
187.33333333333292,0.0
187.36666666666625,0.0
187.39999999999958,0.0
187.4333333333329,0.0
187.46666666666624,0.0
187.49999999999957,0.0
187.5333333333329,0.0
187.56666666666624,0.0
187.59999999999957,0.0
187.6333333333329,6.335618954602147
187.66666666666623,6.805973666704569
187.69999999999956,7.370200151326416
187.7333333333329,8.0695615749289
187.76666666666623,8.70254836971881
187.79999999999956,8.904635420827587
187.8333333333329,8.385111052937607
187.86666666666622,7.488681460744264
187.89999999999955,6.87362446139792
187.93333333333288,7.044614126332583
187.9666666666662,7.608463015730253
187.99999999999955,7.851050370838564
188.03333333333288,7.268553245449035
188.0666666666662,6.21675328022778
188.09999999999954,5.270466524044115
188.13333333333287,4.84097165105254
188.1666666666662,4.864406758001285
188.19999999999953,5.190963003462319
188.23333333333287,5.648165831653956
188.2666666666662,6.015997391588344
188.29999999999953,6.071826724720297
188.33333333333286,5.790678339988796
188.3666666666662,5.4511752095296995
188.39999999999952,5.348390589381912
188.43333333333285,5.504308259082151
188.46666666666619,5.630977295699904
188.49999999999952,5.439812232658635
188.53333333333285,4.918558256269117
188.56666666666618,4.287244396889774
188.5999999999995,3.7622091642835374
188.63333333333284,3.4395543356702847
188.66666666666617,3.3408510163033545
188.6999999999995,3.4798464738973447
188.73333333333284,3.820192366971645
188.76666666666617,4.302892581612865
188.7999999999995,4.856195261480846
188.83333333333283,5.342490724278512
188.86666666666616,5.602798105708566
188.8999999999995,5.542223149701838
188.93333333333283,5.301585178148646
188.96666666666616,5.075747489068101
188.9999999999995,4.996894379103882
189.03333333333282,5.033224258650487
189.06666666666615,5.126181142921752
189.09999999999948,5.187889343259308
189.1333333333328,5.075052896614275
189.16666666666615,4.64369374313175
189.19999999999948,3.996287893032349
189.2333333333328,3.5763192647460094
189.26666666666614,3.8347886677185565
189.29999999999947,4.805529104522363
189.3333333333328,6.096877601070393
189.36666666666613,7.291747758454279
189.39999999999947,7.882647838199021
189.4333333333328,7.2941132334581145
189.46666666666613,5.0752602323310425
189.49999999999946,1.9679552300808316
189.5333333333328,-0.6295308332829304
189.56666666666612,-1.4869488607727623
189.59999999999945,-0.5033374077186423
189.63333333333279,1.9735044074879842
189.66666666666612,5.386522571590191
189.69999999999945,8.238806064405752
189.73333333333278,8.768594478101587
189.7666666666661,6.154660567945879
189.79999999999944,2.56758715109046
189.83333333333277,0.765489008201089
189.8666666666661,2.134082649602542
189.89999999999944,4.947017446405486
189.93333333333277,7.0628881613102035
189.9666666666661,7.3196956684491274
189.99999999999943,6.163673109267603
190.03333333333276,4.197004525361678
190.0666666666661,2.235692589528751
190.09999999999943,1.352760766227827
190.13333333333276,2.5467577951743374
190.1666666666661,5.149178511955413
190.19999999999942,7.018817487221003
190.23333333333275,6.19637574565304
190.26666666666608,3.4366499502997643
190.29999999999941,1.2504916937046235
190.33333333333275,1.787411908448835
190.36666666666608,4.154031531518982
190.3999999999994,6.030298613794888
190.43333333333274,5.6112551344557104
190.46666666666607,3.9022022020722313
190.4999999999994,2.847776150670963
190.53333333333273,3.715002365732752
190.56666666666607,5.2231280574825565
190.5999999999994,5.495145336629341
190.63333333333273,3.649147387895787
190.66666666666606,1.4376223765518752
190.6999999999994,1.0313415479552588
190.73333333333272,3.1903565467606994
190.76666666666605,5.999936645346262
190.7999999999994,7.283936122670764
190.83333333333272,6.512125336432818
190.86666666666605,5.4205126231292615
190.89999999999938,5.8276028982969015
190.9333333333327,7.628101296444644
190.96666666666604,8.77913022385989
190.99999999999937,7.324908732245376
191.0333333333327,3.725704948803978
191.06666666666604,0.22122455707782276
191.09999999999937,-1.1364303614408326
191.1333333333327,-0.38055155013657216
191.16666666666603,1.3412669710178124
191.19999999999936,2.995111181413302
191.2333333333327,4.315279881380501
191.26666666666603,5.329512719042978
191.29999999999936,6.0679682339618415
191.3333333333327,6.56867376776354
191.36666666666602,6.871724340829785
191.39999999999935,6.953221328406543
191.43333333333268,6.597216450631583
191.46666666666601,5.554067561143173
191.49999999999935,3.950468610560035
191.53333333333268,2.71382880053627
191.566666666666,2.8568060212330404
191.59999999999934,4.384819725389836
191.63333333333267,5.759651038045968
191.666666666666,5.367186001318519
191.69999999999933,3.1410196393592416
191.73333333333267,0.7402871245500199
191.766666666666,-0.1721245991670045
191.79999999999933,0.6548189352681401
191.83333333333266,2.32444017113298
191.866666666666,3.954060898094787
191.89999999999932,5.1483119750431525
191.93333333333266,5.799028764315704
191.966666666666,5.860446170672597
191.99999999999932,5.69168580835064
192.03333333333265,5.822607481013403
